"","A1","A143","A144","A145","A146","A147","A148","A149","A150","A151","A152","A153","A154","A155","A156","A157","A158","A159","A160","A161","A162","A163","A164","A165","A166","A167","A168","A169"
"5213",510336,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Não","Não","Sim","Não"
"5214",510337,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Sim","Sim","Não"
"5215",510340,"Secretaria municipal em conjunto com outras políticas","Sim","1993","Não","Sim","Sim","Não","Não","Sim","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5216",510343,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Não"
"5217",510345,"Secretaria municipal exclusiva","Sim","2009","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5218",510350,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5219",510360,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5220",510370,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5221",510380,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5222",510385,"Setor subordinado a outra secretaria","Sim","2004","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Sim","Sim"
"5223",510390,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não aplicável"
"5224",510395,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não aplicável"
"5225",510410,"Setor subordinado a outra secretaria","Sim","2010","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Não","Sim","Sim","Sim"
"5226",510420,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5227",510450,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5228",510452,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5229",510454,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5230",510455,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Sim"
"5231",510460,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Sim","Não","Não","Não","Sim","Não"
"5232",510480,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5233",510490,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não aplicável"
"5234",510500,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5235",510510,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Sim"
"5236",510515,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Sim","Sim","Sim"
"5237",510517,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Sim"
"5238",510520,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5239",510523,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Não","Não aplicável"
"5240",510525,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Sim","Sim","Sim"
"5241",510530,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5242",510550,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5243",510558,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5244",510560,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5245",510562,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5246",510590,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
